feature_name;explanation
daily_order_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in daily basis (average)( user_action = order)
daily_order_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in daily basis (average)( user_action = order)
daily_order_contentid_cnt;Count of distinct contentid values in daily basis (average)( user_action = order)
daily_order_brand_id_cnt;Count of distinct brand_id values in daily basis (average)( user_action = order)
daily_order_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in daily basis (average)( user_action = order)
daily_order_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in daily basis (average)( user_action = order)
daily_order_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in daily basis (average)( user_action = order)
daily_order_hour_cnt;Count of distinct hour values in daily basis (average)( user_action = order)
daily_order_4_hour_interval_cnt;Count of distinct 4-hour interval values in daily basis (average)( user_action = order)
daily_order_8_hour_interval_cnt;Count of distinct 8-hour interval values in daily basis (average)( user_action = order)
daily_order_secs_btw_first_last;Seconds in between first and last operation in daily basis (average)( user_action = order)
weekly_order_operation_cnt;Operation count in weekly basis (average)( user_action = order)
weekly_order_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in weekly basis (average)( user_action = order)
weekly_order_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in weekly basis (average)( user_action = order)
weekly_order_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in weekly basis (average)( user_action = order)
weekly_order_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in weekly basis (average)( user_action = order)
weekly_order_contentid_cnt;Count of distinct contentid values in weekly basis (average)( user_action = order)
weekly_order_brand_id_cnt;Count of distinct brand_id values in weekly basis (average)( user_action = order)
weekly_order_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in weekly basis (average)( user_action = order)
weekly_order_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in weekly basis (average)( user_action = order)
weekly_order_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in weekly basis (average)( user_action = order)
weekly_order_day_name_cnt;Count of distinct day_name values in weekly basis (average)( user_action = order)
weekly_order_hour_cnt;Count of distinct hour values in weekly basis (average)( user_action = order)
weekly_order_4_hour_interval_cnt;Count of distinct 4-hour interval values in weekly basis (average)( user_action = order)
weekly_order_8_hour_interval_cnt;Count of distinct 8-hour interval values in weekly basis (average)( user_action = order)
weekly_order_secs_btw_first_last;Seconds in between first and last operation in weekly basis (average)( user_action = order)
hourly_order_operation_cnt;Operation count in hourly basis (average)( user_action = order)
hourly_order_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in hourly basis (average)( user_action = order)
hourly_order_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in hourly basis (average)( user_action = order)
hourly_order_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in hourly basis (average)( user_action = order)
hourly_order_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in hourly basis (average)( user_action = order)
hourly_order_contentid_cnt;Count of distinct contentid values in hourly basis (average)( user_action = order)
hourly_order_brand_id_cnt;Count of distinct brand_id values in hourly basis (average)( user_action = order)
hourly_order_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in hourly basis (average)( user_action = order)
hourly_order_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in hourly basis (average)( user_action = order)
hourly_order_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in hourly basis (average)( user_action = order)
hourly_order_secs_btw_first_last;Seconds in between first and last operation in hourly basis (average)( user_action = order)
all_favorite_operation_cnt;Operation count in whole timeline( user_action = favorite)
all_favorite_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in whole timeline( user_action = favorite)
all_favorite_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in whole timeline( user_action = favorite)
all_favorite_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in whole timeline( user_action = favorite)
all_favorite_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in whole timeline( user_action = favorite)
all_favorite_contentid_cnt;Count of distinct contentid values in whole timeline( user_action = favorite)
all_favorite_brand_id_cnt;Count of distinct brand_id values in whole timeline( user_action = favorite)
all_favorite_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in whole timeline( user_action = favorite)
all_favorite_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in whole timeline( user_action = favorite)
all_favorite_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in whole timeline( user_action = favorite)
all_favorite_day_name_cnt;Count of distinct day_name values in whole timeline( user_action = favorite)
all_favorite_hour_cnt;Count of distinct hour values in whole timeline( user_action = favorite)
all_favorite_4_hour_interval_cnt;Count of distinct 4-hour interval values in whole timeline( user_action = favorite)
all_favorite_8_hour_interval_cnt;Count of distinct 8-hour interval values in whole timeline( user_action = favorite)
all_favorite_secs_btw_first_last;Seconds in between first and last operation in whole timeline( user_action = favorite)
daily_favorite_operation_cnt;Operation count in whole timeline( user_action = favorite)
daily_favorite_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in daily basis (average)( user_action = favorite)
daily_favorite_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in daily basis (average)( user_action = favorite)
daily_favorite_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in daily basis (average)( user_action = favorite)
daily_favorite_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in daily basis (average)( user_action = favorite)
daily_favorite_contentid_cnt;Count of distinct contentid values in daily basis (average)( user_action = favorite)
daily_favorite_brand_id_cnt;Count of distinct brand_id values in daily basis (average)( user_action = favorite)
daily_favorite_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in daily basis (average)( user_action = favorite)
daily_favorite_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in daily basis (average)( user_action = favorite)
daily_favorite_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in daily basis (average)( user_action = favorite)
daily_favorite_hour_cnt;Count of distinct hour values in daily basis (average)( user_action = favorite)
daily_favorite_4_hour_interval_cnt;Count of distinct 4-hour interval values in daily basis (average)( user_action = favorite)
daily_favorite_8_hour_interval_cnt;Count of distinct 8-hour interval values in daily basis (average)( user_action = favorite)
daily_favorite_secs_btw_first_last;Seconds in between first and last operation in daily basis (average)( user_action = favorite)
weekly_favorite_operation_cnt;Operation count in weekly basis (average)( user_action = favorite)
weekly_favorite_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in weekly basis (average)( user_action = favorite)
weekly_favorite_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in weekly basis (average)( user_action = favorite)
weekly_favorite_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in weekly basis (average)( user_action = favorite)
weekly_favorite_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in weekly basis (average)( user_action = favorite)
weekly_favorite_contentid_cnt;Count of distinct contentid values in weekly basis (average)( user_action = favorite)
weekly_favorite_brand_id_cnt;Count of distinct brand_id values in weekly basis (average)( user_action = favorite)
weekly_favorite_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in weekly basis (average)( user_action = favorite)
weekly_favorite_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in weekly basis (average)( user_action = favorite)
weekly_favorite_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in weekly basis (average)( user_action = favorite)
weekly_favorite_day_name_cnt;Count of distinct day_name values in weekly basis (average)( user_action = favorite)
weekly_favorite_hour_cnt;Count of distinct hour values in weekly basis (average)( user_action = favorite)
weekly_favorite_4_hour_interval_cnt;Count of distinct 4-hour interval values in weekly basis (average)( user_action = favorite)
weekly_favorite_8_hour_interval_cnt;Count of distinct 8-hour interval values in weekly basis (average)( user_action = favorite)
weekly_favorite_secs_btw_first_last;Seconds in between first and last operation in weekly basis (average)( user_action = favorite)
hourly_favorite_operation_cnt;Operation count in hourly basis (average)( user_action = favorite)
hourly_favorite_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in hourly basis (average)( user_action = favorite)
hourly_favorite_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in hourly basis (average)( user_action = favorite)
hourly_favorite_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in hourly basis (average)( user_action = favorite)
hourly_favorite_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in hourly basis (average)( user_action = favorite)
hourly_favorite_contentid_cnt;Count of distinct contentid values in hourly basis (average)( user_action = favorite)
hourly_favorite_brand_id_cnt;Count of distinct brand_id values in hourly basis (average)( user_action = favorite)
hourly_favorite_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in hourly basis (average)( user_action = favorite)
hourly_favorite_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in hourly basis (average)( user_action = favorite)
hourly_favorite_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in hourly basis (average)( user_action = favorite)
hourly_favorite_secs_btw_first_last;Seconds in between first and last operation in hourly basis (average)( user_action = favorite)
all_basket_operation_cnt;Operation count in whole timeline( user_action = basket)
all_basket_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in whole timeline( user_action = basket)
all_basket_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in whole timeline( user_action = basket)
all_basket_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in whole timeline( user_action = basket)
all_basket_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in whole timeline( user_action = basket)
all_basket_contentid_cnt;Count of distinct contentid values in whole timeline( user_action = basket)
all_basket_brand_id_cnt;Count of distinct brand_id values in whole timeline( user_action = basket)
all_basket_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in whole timeline( user_action = basket)
all_basket_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in whole timeline( user_action = basket)
all_basket_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in whole timeline( user_action = basket)
all_basket_day_name_cnt;Count of distinct day_name values in whole timeline( user_action = basket)
all_basket_hour_cnt;Count of distinct hour values in whole timeline( user_action = basket)
all_basket_4_hour_interval_cnt;Count of distinct 4-hour interval values in whole timeline( user_action = basket)
all_basket_8_hour_interval_cnt;Count of distinct 8-hour interval values in whole timeline( user_action = basket)
all_basket_secs_btw_first_last;Seconds in between first and last operation in whole timeline( user_action = basket)
daily_basket_operation_cnt;Operation count in whole timeline( user_action = basket)
daily_basket_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in daily basis (average)( user_action = basket)
daily_basket_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in daily basis (average)( user_action = basket)
daily_basket_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in daily basis (average)( user_action = basket)
daily_basket_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in daily basis (average)( user_action = basket)
daily_basket_contentid_cnt;Count of distinct contentid values in daily basis (average)( user_action = basket)
daily_basket_brand_id_cnt;Count of distinct brand_id values in daily basis (average)( user_action = basket)
daily_basket_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in daily basis (average)( user_action = basket)
daily_basket_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in daily basis (average)( user_action = basket)
daily_basket_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in daily basis (average)( user_action = basket)
daily_basket_hour_cnt;Count of distinct hour values in daily basis (average)( user_action = basket)
daily_basket_4_hour_interval_cnt;Count of distinct 4-hour interval values in daily basis (average)( user_action = basket)
daily_basket_8_hour_interval_cnt;Count of distinct 8-hour interval values in daily basis (average)( user_action = basket)
daily_basket_secs_btw_first_last;Seconds in between first and last operation in daily basis (average)( user_action = basket)
weekly_basket_operation_cnt;Operation count in weekly basis (average)( user_action = basket)
weekly_basket_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in weekly basis (average)( user_action = basket)
weekly_basket_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in weekly basis (average)( user_action = basket)
weekly_basket_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in weekly basis (average)( user_action = basket)
weekly_basket_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in weekly basis (average)( user_action = basket)
weekly_basket_contentid_cnt;Count of distinct contentid values in weekly basis (average)( user_action = basket)
weekly_basket_brand_id_cnt;Count of distinct brand_id values in weekly basis (average)( user_action = basket)
weekly_basket_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in weekly basis (average)( user_action = basket)
weekly_basket_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in weekly basis (average)( user_action = basket)
weekly_basket_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in weekly basis (average)( user_action = basket)
weekly_basket_day_name_cnt;Count of distinct day_name values in weekly basis (average)( user_action = basket)
weekly_basket_hour_cnt;Count of distinct hour values in weekly basis (average)( user_action = basket)
weekly_basket_4_hour_interval_cnt;Count of distinct 4-hour interval values in weekly basis (average)( user_action = basket)
weekly_basket_8_hour_interval_cnt;Count of distinct 8-hour interval values in weekly basis (average)( user_action = basket)
weekly_basket_secs_btw_first_last;Seconds in between first and last operation in weekly basis (average)( user_action = basket)
hourly_basket_operation_cnt;Operation count in hourly basis (average)( user_action = basket)
hourly_basket_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in hourly basis (average)( user_action = basket)
hourly_basket_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in hourly basis (average)( user_action = basket)
hourly_basket_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in hourly basis (average)( user_action = basket)
hourly_basket_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in hourly basis (average)( user_action = basket)
hourly_basket_contentid_cnt;Count of distinct contentid values in hourly basis (average)( user_action = basket)
hourly_basket_brand_id_cnt;Count of distinct brand_id values in hourly basis (average)( user_action = basket)
hourly_basket_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in hourly basis (average)( user_action = basket)
hourly_basket_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in hourly basis (average)( user_action = basket)
hourly_basket_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in hourly basis (average)( user_action = basket)
hourly_basket_secs_btw_first_last;Seconds in between first and last operation in hourly basis (average)( user_action = basket)
all_search_operation_cnt;Operation count in whole timeline( user_action = search)
all_search_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in whole timeline( user_action = search)
all_search_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in whole timeline( user_action = search)
all_search_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in whole timeline( user_action = search)
all_search_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in whole timeline( user_action = search)
all_search_contentid_cnt;Count of distinct contentid values in whole timeline( user_action = search)
all_search_brand_id_cnt;Count of distinct brand_id values in whole timeline( user_action = search)
all_search_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in whole timeline( user_action = search)
all_search_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in whole timeline( user_action = search)
all_search_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in whole timeline( user_action = search)
all_search_day_name_cnt;Count of distinct day_name values in whole timeline( user_action = search)
all_search_hour_cnt;Count of distinct hour values in whole timeline( user_action = search)
all_search_4_hour_interval_cnt;Count of distinct 4-hour interval values in whole timeline( user_action = search)
all_search_8_hour_interval_cnt;Count of distinct 8-hour interval values in whole timeline( user_action = search)
all_search_secs_btw_first_last;Seconds in between first and last operation in whole timeline( user_action = search)
daily_search_operation_cnt;Operation count in whole timeline( user_action = search)
daily_search_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in daily basis (average)( user_action = search)
daily_search_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in daily basis (average)( user_action = search)
daily_search_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in daily basis (average)( user_action = search)
daily_search_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in daily basis (average)( user_action = search)
daily_search_contentid_cnt;Count of distinct contentid values in daily basis (average)( user_action = search)
daily_search_brand_id_cnt;Count of distinct brand_id values in daily basis (average)( user_action = search)
daily_search_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in daily basis (average)( user_action = search)
daily_search_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in daily basis (average)( user_action = search)
daily_search_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in daily basis (average)( user_action = search)
daily_search_hour_cnt;Count of distinct hour values in daily basis (average)( user_action = search)
daily_search_4_hour_interval_cnt;Count of distinct 4-hour interval values in daily basis (average)( user_action = search)
daily_search_8_hour_interval_cnt;Count of distinct 8-hour interval values in daily basis (average)( user_action = search)
daily_search_secs_btw_first_last;Seconds in between first and last operation in daily basis (average)( user_action = search)
weekly_search_operation_cnt;Operation count in weekly basis (average)( user_action = search)
weekly_search_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in weekly basis (average)( user_action = search)
weekly_search_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in weekly basis (average)( user_action = search)
weekly_search_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in weekly basis (average)( user_action = search)
weekly_search_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in weekly basis (average)( user_action = search)
weekly_search_contentid_cnt;Count of distinct contentid values in weekly basis (average)( user_action = search)
weekly_search_brand_id_cnt;Count of distinct brand_id values in weekly basis (average)( user_action = search)
weekly_search_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in weekly basis (average)( user_action = search)
weekly_search_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in weekly basis (average)( user_action = search)
weekly_search_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in weekly basis (average)( user_action = search)
weekly_search_day_name_cnt;Count of distinct day_name values in weekly basis (average)( user_action = search)
weekly_search_hour_cnt;Count of distinct hour values in weekly basis (average)( user_action = search)
weekly_search_4_hour_interval_cnt;Count of distinct 4-hour interval values in weekly basis (average)( user_action = search)
weekly_search_8_hour_interval_cnt;Count of distinct 8-hour interval values in weekly basis (average)( user_action = search)
weekly_search_secs_btw_first_last;Seconds in between first and last operation in weekly basis (average)( user_action = search)
hourly_search_operation_cnt;Operation count in hourly basis (average)( user_action = search)
hourly_search_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in hourly basis (average)( user_action = search)
hourly_search_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in hourly basis (average)( user_action = search)
hourly_search_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in hourly basis (average)( user_action = search)
hourly_search_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in hourly basis (average)( user_action = search)
hourly_search_contentid_cnt;Count of distinct contentid values in hourly basis (average)( user_action = search)
hourly_search_brand_id_cnt;Count of distinct brand_id values in hourly basis (average)( user_action = search)
hourly_search_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in hourly basis (average)( user_action = search)
hourly_search_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in hourly basis (average)( user_action = search)
hourly_search_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in hourly basis (average)( user_action = search)
hourly_search_secs_btw_first_last;Seconds in between first and last operation in hourly basis (average)( user_action = search)
all_visit_operation_cnt;Operation count in whole timeline( user_action = visit)
all_visit_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in whole timeline( user_action = visit)
all_visit_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in whole timeline( user_action = visit)
all_visit_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in whole timeline( user_action = visit)
all_visit_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in whole timeline( user_action = visit)
all_visit_contentid_cnt;Count of distinct contentid values in whole timeline( user_action = visit)
all_visit_brand_id_cnt;Count of distinct brand_id values in whole timeline( user_action = visit)
all_visit_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in whole timeline( user_action = visit)
all_visit_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in whole timeline( user_action = visit)
all_visit_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in whole timeline( user_action = visit)
all_visit_day_name_cnt;Count of distinct day_name values in whole timeline( user_action = visit)
all_visit_hour_cnt;Count of distinct hour values in whole timeline( user_action = visit)
all_visit_4_hour_interval_cnt;Count of distinct 4-hour interval values in whole timeline( user_action = visit)
all_visit_8_hour_interval_cnt;Count of distinct 8-hour interval values in whole timeline( user_action = visit)
all_visit_secs_btw_first_last;Seconds in between first and last operation in whole timeline( user_action = visit)
daily_visit_operation_cnt;Operation count in whole timeline( user_action = visit)
daily_visit_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in daily basis (average)( user_action = visit)
daily_visit_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in daily basis (average)( user_action = visit)
daily_visit_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in daily basis (average)( user_action = visit)
daily_visit_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in daily basis (average)( user_action = visit)
daily_visit_contentid_cnt;Count of distinct contentid values in daily basis (average)( user_action = visit)
daily_visit_brand_id_cnt;Count of distinct brand_id values in daily basis (average)( user_action = visit)
daily_visit_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in daily basis (average)( user_action = visit)
daily_visit_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in daily basis (average)( user_action = visit)
daily_visit_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in daily basis (average)( user_action = visit)
daily_visit_hour_cnt;Count of distinct hour values in daily basis (average)( user_action = visit)
daily_visit_4_hour_interval_cnt;Count of distinct 4-hour interval values in daily basis (average)( user_action = visit)
daily_visit_8_hour_interval_cnt;Count of distinct 8-hour interval values in daily basis (average)( user_action = visit)
daily_visit_secs_btw_first_last;Seconds in between first and last operation in daily basis (average)( user_action = visit)
weekly_visit_operation_cnt;Operation count in weekly basis (average)( user_action = visit)
weekly_visit_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in weekly basis (average)( user_action = visit)
weekly_visit_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in weekly basis (average)( user_action = visit)
weekly_visit_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in weekly basis (average)( user_action = visit)
weekly_visit_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in weekly basis (average)( user_action = visit)
weekly_visit_contentid_cnt;Count of distinct contentid values in weekly basis (average)( user_action = visit)
weekly_visit_brand_id_cnt;Count of distinct brand_id values in weekly basis (average)( user_action = visit)
weekly_visit_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in weekly basis (average)( user_action = visit)
weekly_visit_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in weekly basis (average)( user_action = visit)
weekly_visit_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in weekly basis (average)( user_action = visit)
weekly_visit_day_name_cnt;Count of distinct day_name values in weekly basis (average)( user_action = visit)
weekly_visit_hour_cnt;Count of distinct hour values in weekly basis (average)( user_action = visit)
weekly_visit_4_hour_interval_cnt;Count of distinct 4-hour interval values in weekly basis (average)( user_action = visit)
weekly_visit_8_hour_interval_cnt;Count of distinct 8-hour interval values in weekly basis (average)( user_action = visit)
weekly_visit_secs_btw_first_last;Seconds in between first and last operation in weekly basis (average)( user_action = visit)
hourly_visit_operation_cnt;Operation count in hourly basis (average)( user_action = visit)
hourly_visit_secs_btw_consecutives_mean;Mean of seconds in between two consecutive operations in hourly basis (average)( user_action = visit)
hourly_visit_secs_btw_consecutives_median;Median of seconds in between two consecutive operations in hourly basis (average)( user_action = visit)
hourly_visit_secs_btw_consecutives_max;Max of seconds in between two consecutive operations in hourly basis (average)( user_action = visit)
hourly_visit_secs_btw_consecutives_min;Min of seconds in between two consecutive operations in hourly basis (average)( user_action = visit)
hourly_visit_contentid_cnt;Count of distinct contentid values in hourly basis (average)( user_action = visit)
hourly_visit_brand_id_cnt;Count of distinct brand_id values in hourly basis (average)( user_action = visit)
hourly_visit_Level1_Category_Id_cnt;Count of distinct Level1_Category_Id values in hourly basis (average)( user_action = visit)
hourly_visit_Level2_Category_Id_cnt;Count of distinct Level2_Category_Id values in hourly basis (average)( user_action = visit)
hourly_visit_Level3_Category_Id_cnt;Count of distinct Level3_Category_Id values in hourly basis (average)( user_action = visit)
hourly_visit_secs_btw_first_last;Seconds in between first and last operation in hourly basis (average)( user_action = visit)
operation_cnt_before_order_1hour;Average count of operations on a product done 1 hour before ordering it
operation_cnt_before_order_3hour;Average count of operations on a product done 3 hour before ordering it
operation_cnt_before_order_6hour;Average count of operations on a product done 6 hour before ordering it
operation_cnt_before_order_12hour;Average count of operations on a product done 12 hour before ordering it
operation_cnt_before_order_24hour;Average count of operations on a product done 24 hour before ordering it
basket_cnt_before_order_1hour;Average count of basket operations on a product done 1 hour before ordering it
basket_cnt_before_order_3hour;Average count of basket operations on a product done 3 hour before ordering it
basket_cnt_before_order_6hour;Average count of basket operations on a product done 6 hour before ordering it
basket_cnt_before_order_12hour;Average count of basket operations on a product done 12 hour before ordering it
basket_cnt_before_order_24hour;Average count of basket operations on a product done 24 hour before ordering it
search_cnt_before_order_1hour;Average count of search operations on a product done 1 hour before ordering it
search_cnt_before_order_3hour;Average count of search operations on a product done 3 hour before ordering it
search_cnt_before_order_6hour;Average count of search operations on a product done 6 hour before ordering it
search_cnt_before_order_12hour;Average count of search operations on a product done 12 hour before ordering it
search_cnt_before_order_24hour;Average count of search operations on a product done 24 hour before ordering it
visit_cnt_before_order_1hour;Average count of visit operations on a product done 1 hour before ordering it
visit_cnt_before_order_3hour;Average count of visit operations on a product done 3 hour before ordering it
visit_cnt_before_order_6hour;Average count of visit operations on a product done 6 hour before ordering it
visit_cnt_before_order_12hour;Average count of visit operations on a product done 12 hour before ordering it
visit_cnt_before_order_24hour;Average count of visit operations on a product done 24 hour before ordering it
favorite_cnt_before_order_1hour;Average count of favorite operations on a product done 1 hour before ordering it
favorite_cnt_before_order_3hour;Average count of favorite operations on a product done 3 hour before ordering it
favorite_cnt_before_order_6hour;Average count of favorite operations on a product done 6 hour before ordering it
favorite_cnt_before_order_12hour;Average count of favorite operations on a product done 12 hour before ordering it
favorite_cnt_before_order_24hour;Average count of favorite operations on a product done 24 hour before ordering it
time_btw_basketand_order_mean;Average time between an order and previous basket operation
time_btw_basketand_order_max;Average of max time between an order and previous basket operation
time_btw_basketand_order_min;Average of min time between an order and previous basket operation
time_btw_two_orders_mean;Average of time between two consecutive orders
time_btw_two_orders_max;Average of max time between two consecutive orders
time_btw_two_orders_min;Average of min time between two consecutive orders
transaction_count;Total row count belonging to a customer
experience_flag;"1 if total row count >= 120; 0 otherwise"
